gene_id	gene_name	CD4	CD8
ENSG00000236065	AL020995.1	1	0
ENSG00000004455	AK2	741	1304
ENSG00000142920	AZIN2	68	57
ENSG00000116525	TRIM62	186	299
ENSG00000284721	AL662907.3	7	20
ENSG00000160094	ZNF362	386	697
ENSG00000270115	AL513327.3	1	1
ENSG00000184389	A3GALT2	0	0
ENSG00000225313	AL513327.1	1	2
ENSG00000134686	PHC2	1131	2087
ENSG00000233246	AL513327.2	0	0
ENSG00000121903	ZSCAN20	14	26
ENSG00000121904	CSMD2	2	6
ENSG00000176256	HMGB4	0	0
ENSG00000231163	CSMD2-AS1	0	0
ENSG00000142698	C1orf94	0	0
ENSG00000163866	SMIM12	1505	2602
ENSG00000189280	GJB5	0	0
ENSG00000189433	GJB4	0	0
ENSG00000255811	AL121988.1	0	0
ENSG00000188910	GJB3	0	0
ENSG00000187513	GJA4	2	2
ENSG00000230163	AL122010.1	1	0
ENSG00000116544	DLGAP3	66	81
ENSG00000284773	AC114490.3	183	284
ENSG00000271741	AC114490.2	10	17
ENSG00000243749	TMEM35B	0	1
ENSG00000163867	ZMYM6	327	511
ENSG00000197056	ZMYM1	234	377
ENSG00000284640	AL590434.1	1	1
ENSG00000116560	SFPQ	7880	11259
ENSG00000146463	ZMYM4	385	557
ENSG00000227409	ZMYM4-AS1	0	0
ENSG00000142687	KIAA0319L	898	1146
ENSG00000020129	NCDN	235	216
ENSG00000239636	AC004865.2	330	1327
ENSG00000116819	TFAP2E	32	47
ENSG00000126067	PSMB2	2374	5589
ENSG00000142686	C1orf216	210	703
ENSG00000092853	CLSPN	118	483
ENSG00000232335	AL354864.1	0	6
ENSG00000134698	AGO4	480	1078
ENSG00000092847	AGO1	574	1056
ENSG00000271914	AL139286.2	15	23
ENSG00000126070	AGO3	1227	1833
ENSG00000271554	AL138787.2	2	5
ENSG00000092850	TEKT2	3	2
ENSG00000116863	ADPRHL2	809	891
ENSG00000171812	COL8A2	4	8
ENSG00000054116	TRAPPC3	1450	2453
ENSG00000116871	MAP7D1	2040	3514
ENSG00000054118	THRAP3	4168	8135
ENSG00000214193	SH3D21	15	24
ENSG00000142694	EVA1B	319	610
ENSG00000116883	AL591845.1	3	14
ENSG00000196182	STK40	358	748
ENSG00000181817	LSM10	1295	2865
ENSG00000116885	OSCP1	13	13
ENSG00000116898	MRPS15	2440	4212
ENSG00000119535	CSF3R	329	628
ENSG00000284705	AL596257.1	0	0
ENSG00000284720	AC117945.2	0	0
ENSG00000234481	AC117945.1	0	0
ENSG00000163873	GRIK3	0	0
ENSG00000284650	AL031430.1	0	0
ENSG00000223944	AL353604.1	0	0
ENSG00000233621	LINC01137	96	160
ENSG00000163874	ZC3H12A	1014	2545
ENSG00000163875	MEAF6	2615	5165
ENSG00000163877	SNIP1	658	1184
ENSG00000163879	DNALI1	1	3
ENSG00000134697	GNL2	699	1386
ENSG00000169218	RSPO1	0	0
ENSG00000116922	C1orf109	303	424
ENSG00000134690	CDCA8	46	179
ENSG00000183317	EPHA10	0	2
ENSG00000185090	MANEAL	28	180
ENSG00000233728	AL929472.3	0	0
ENSG00000196449	YRDC	1124	1842
ENSG00000197982	C1orf122	1600	3437
ENSG00000188786	MTF1	513	925
ENSG00000230955	AL929472.2	3	3
ENSG00000204084	INPP5B	308	516
ENSG00000183431	SF3A3	1501	2531
ENSG00000183386	FHL3	266	782
ENSG00000183520	UTP11	460	1150
ENSG00000185668	POU3F1	145	152
ENSG00000224592	AL139158.2	0	0
ENSG00000284623	AL139158.3	0	0
ENSG00000237290	LINC01343	0	0
ENSG00000238063	LINC01685	0	0
ENSG00000284632	AL354702.2	0	0
ENSG00000116954	RRAGC	592	1254
ENSG00000228436	AL139260.1	35	69
ENSG00000214114	MYCBP	304	859
ENSG00000274944	AL139260.3	1	2
ENSG00000131233	GJA9	0	0
ENSG00000158315	RHBDL2	1	5
ENSG00000174574	AKIRIN1	2764	3604
ENSG00000168653	NDUFS5	7674	10255
ENSG00000127603	MACF1	3356	6762
ENSG00000226438	AL442071.1	0	0
ENSG00000183682	BMP8A	0	2
ENSG00000090621	PABPC4	2845	2110
ENSG00000228060	AL365277.1	0	0
ENSG00000163909	HEYL	0	0
ENSG00000225903	AL035404.2	0	0
ENSG00000116981	NT5C1A	1	0
ENSG00000116983	HPCAL4	264	55
ENSG00000084072	PPIE	1167	2240
ENSG00000116985	BMP8B	12	50
ENSG00000198754	OXCT2	2	17
ENSG00000261798	AL033527.3	1	23
ENSG00000284719	AL033527.5	36	48
ENSG00000284678	AL033527.4	0	0
ENSG00000043514	TRIT1	196	311
ENSG00000116990	MYCL	7	14
ENSG00000236546	AL033527.2	0	0
ENSG00000168389	MFSD2A	22	56
ENSG00000131236	CAP1	5170	11273
ENSG00000131238	PPT1	1620	2035
ENSG00000117000	RLF	1131	1754
ENSG00000188800	TMCO2	1	2
ENSG00000259943	AL050341.2	183	164
ENSG00000084073	ZMPSTE24	337	760
ENSG00000049089	COL9A2	83	34
ENSG00000084070	SMAP2	5592	6830
ENSG00000284677	AL031985.4	0	0
ENSG00000187801	ZFP69B	54	61
ENSG00000187815	ZFP69	49	96
ENSG00000238287	AL603839.3	20	31
ENSG00000164002	EXO5	123	217
ENSG00000227278	AL603839.1	0	0
ENSG00000238186	AL603839.2	0	3
ENSG00000117010	ZNF684	194	597
ENSG00000117016	RIMS3	24	35
ENSG00000237899	AL031289.1	0	1
ENSG00000272145	NFYC-AS1	120	183
ENSG00000066136	NFYC	910	1549
ENSG00000117013	KCNQ4	6	3
ENSG00000179862	CITED4	1079	411
ENSG00000229528	AC119677.1	0	0
ENSG00000171793	CTPS1	530	1363
ENSG00000281207	SLFNL1-AS1	29	53
ENSG00000171790	SLFNL1	1	5
ENSG00000010803	SCMH1	295	282
ENSG00000235358	AC093151.3	0	1
ENSG00000204060	FOXO6	2	7
ENSG00000229901	AC093151.2	2	0
ENSG00000127129	EDN2	2	11
ENSG00000127124	HIVEP3	598	1793
ENSG00000230881	AL445933.2	0	0
ENSG00000284895	AC119676.1	0	0
ENSG00000044012	GUCA2B	0	0
ENSG00000197273	GUCA2A	0	0
ENSG00000198815	FOXJ3	958	1328
ENSG00000177181	RIMKLA	2	12
ENSG00000066185	ZMYND12	3	3
ENSG00000127125	PPCS	1981	3311
ENSG00000186409	CCDC30	134	190
ENSG00000171960	PPIH	1361	2454
ENSG00000234917	AC098484.2	4	10
ENSG00000065978	YBX1	13362	19550
ENSG00000164007	CLDN19	1	3
ENSG00000117385	P3H1	262	593
ENSG00000164008	C1orf50	495	578
ENSG00000283580	AC098484.3	4	2
ENSG00000228452	AC098484.1	1	0
ENSG00000274386	TMEM269	26	24
ENSG00000177868	SVBP	1355	1929
ENSG00000164010	ERMAP	68	126
ENSG00000228192	AL512353.1	7	12
ENSG00000164011	ZNF691	71	77
ENSG00000117394	SLC2A1	454	1494
ENSG00000227533	SLC2A1-AS1	31	69
ENSG00000283973	AC099795.1	0	0
ENSG00000186973	FAM183A	0	0
ENSG00000117395	EBNA1BP2	708	1409
ENSG00000243710	CFAP57	0	0
ENSG00000179178	TMEM125	0	0
ENSG00000253313	C1orf210	0	0
ENSG00000066056	TIE1	10	14
ENSG00000117400	MPL	0	0
ENSG00000234694	AL139289.2	25	31
ENSG00000117399	CDC20	22	154
ENSG00000066322	ELOVL1	805	2157
ENSG00000159479	MED8	978	1886
ENSG00000229431	AL139289.1	0	3
ENSG00000198198	SZT2	629	913
ENSG00000229372	SZT2-AS1	0	0
ENSG00000178922	HYI	426	189
ENSG00000142949	PTPRF	58	47
ENSG00000284989	AL451062.3	3	7
ENSG00000066135	KDM4A	144	315
ENSG00000236200	KDM4A-AS1	39	62
ENSG00000126091	ST3GAL3	324	369
ENSG00000229444	AL451062.1	7	8
ENSG00000117407	ARTN	0	4
ENSG00000237950	AL357079.1	8	16
ENSG00000117408	IPO13	119	224
ENSG00000132768	DPH2	247	375
ENSG00000117410	ATP6V0B	2839	6779
ENSG00000117411	B4GALT2	31	178
ENSG00000159214	CCDC24	22	48
ENSG00000196517	SLC6A9	2	0
ENSG00000230615	AL139220.2	14	15
ENSG00000171872	KLF17	0	0
ENSG00000283039	KLF18	0	0
ENSG00000178028	DMAP1	997	1637
ENSG00000117419	ERI3	750	1445
ENSG00000187147	RNF220	1431	2830
ENSG00000126106	TMEM53	72	145
ENSG00000198520	ARMH1	1947	567
ENSG00000142945	KIF2C	30	110
ENSG00000225721	AL592166.1	5	16
ENSG00000142937	RPS8	28769	35738
ENSG00000142959	BEST4	71	49
ENSG00000173846	PLK3	3358	2424
ENSG00000188396	TCTEX1D4	35	20
ENSG00000222009	BTBD19	59	47
ENSG00000117425	PTCH2	116	135
ENSG00000070785	EIF2B3	358	620
ENSG00000126107	HECTD3	264	511
ENSG00000126088	UROD	775	1304
ENSG00000162415	ZSWIM5	31	31
ENSG00000281912	LINC01144	4	5
ENSG00000186603	HPDL	10	64
ENSG00000132781	MUTYH	428	539
ENSG00000132773	TOE1	911	1138
ENSG00000070759	TESK2	120	161
ENSG00000280670	CCDC163	31	68
ENSG00000132763	MMACHC	34	18
ENSG00000117450	PRDX1	3363	5922
ENSG00000117448	AKR1A1	1508	2546
ENSG00000132780	NASP	2074	4000
ENSG00000159588	CCDC17	23	28
ENSG00000159592	GPBP1L1	1602	2454
ENSG00000159596	TMEM69	294	328
ENSG00000197429	IPP	353	622
ENSG00000086015	MAST2	83	265
ENSG00000117461	PIK3R3	22	178
ENSG00000278139	AL358075.4	0	0
ENSG00000226957	AL358075.1	1	7
ENSG00000227857	AL358075.2	0	8
ENSG00000117472	TSPAN1	0	0
ENSG00000250719	AL672043.1	0	0
ENSG00000085998	POMGNT1	541	1096
ENSG00000171357	LURAP1	2	7
ENSG00000085999	RAD54L	9	40
ENSG00000132128	LRRC41	587	1048
ENSG00000173660	UQCRH	7996	12278
ENSG00000117481	NSUN4	371	412
ENSG00000117480	FAAH	28	29
ENSG00000197587	DMBX1	0	0
ENSG00000282881	AL136373.1	0	2
ENSG00000269956	MKNK1-AS1	1	2
ENSG00000162456	KNCN	0	0
ENSG00000079277	MKNK1	722	1558
ENSG00000142961	MOB3C	138	231
ENSG00000123472	ATPAF1	871	1311
ENSG00000186118	TEX38	7	10
ENSG00000228237	EFCAB14-AS1	2	0
ENSG00000159658	EFCAB14	1600	2845
ENSG00000142973	CYP4B1	7	0
ENSG00000187048	CYP4A11	0	0
ENSG00000186377	CYP4X1	0	0
ENSG00000186160	CYP4Z1	0	0
ENSG00000225506	CYP4A22-AS1	0	0
ENSG00000162365	CYP4A22	0	0
ENSG00000224805	LINC00853	25	22
ENSG00000162366	PDZK1IP1	97	89
ENSG00000162367	TAL1	33	38
ENSG00000226252	AL135960.1	0	0
ENSG00000123473	STIL	35	79
ENSG00000162368	CMPK1	4820	5513
ENSG00000225762	LINC01389	16	49
ENSG00000186790	FOXE3	0	0
ENSG00000237424	FOXD2-AS1	48	117
ENSG00000186564	FOXD2	26	130
ENSG00000227947	LINC01738	0	0
ENSG00000269113	TRABD2B	0	0
ENSG00000223814	AL691459.1	0	0
ENSG00000225028	AC096541.1	0	0
ENSG00000226133	AL356289.1	0	0
ENSG00000231413	AL356289.2	0	0
ENSG00000223720	AL109659.1	0	0
ENSG00000117834	SLC5A9	0	0
ENSG00000272491	AL109659.2	0	0
ENSG00000132122	SPATA6	82	28
ENSG00000186094	AGBL4	1	3
ENSG00000162373	BEND5	95	29
ENSG00000229846	AC099788.1	0	0
ENSG00000230114	AL590432.1	0	0
ENSG00000162374	ELAVL4	2	1
ENSG00000237337	AL592182.2	0	0
ENSG00000233407	AL592182.1	0	0
ENSG00000284696	AL596275.2	0	0
ENSG00000284645	AL592182.3	0	0
ENSG00000142700	DMRTA2	0	0
ENSG00000185104	FAF1	938	1456
ENSG00000225767	AL049637.1	1	0
ENSG00000123080	CDKN2C	338	608
ENSG00000204006	C1orf185	0	0
ENSG00000203356	LINC01562	3	6
ENSG00000123091	RNF11	1127	1854
ENSG00000236434	AL162430.2	7	16
ENSG00000085831	TTC39A	5	5
ENSG00000261664	TTC39A-AS1	1	6
ENSG00000085832	EPS15	2283	4678
ENSG00000238140	AC104170.2	12	20
ENSG00000227070	AC104170.1	6	3
ENSG00000117859	OSBPL9	996	1571
ENSG00000078618	NRDC	1598	3054
ENSG00000266993	AL050343.1	96	118
ENSG00000272175	AL050343.2	12	16
ENSG00000169213	RAB3B	18	25
ENSG00000117862	TXNDC12	1718	2967
ENSG00000198841	KTI12	701	1168
ENSG00000223390	AL445685.1	0	0
ENSG00000228369	TXNDC12-AS1	0	0
ENSG00000134717	BTF3L4	1890	1748
ENSG00000157077	ZFYVE9	88	19
ENSG00000154222	CC2D1B	368	503
ENSG00000272100	AL513218.1	0	0
ENSG00000085840	ORC1	35	96
ENSG00000134748	PRPF38A	1711	3173
ENSG00000134744	TUT4	3890	4533
ENSG00000272371	AL591167.1	0	0
ENSG00000116157	GPX7	583	774
ENSG00000182183	SHISAL2A	979	945
ENSG00000162377	COA7	104	221
ENSG00000162378	ZYG11B	543	481
ENSG00000203995	ZYG11A	11	12
ENSG00000242391	AC099677.4	0	0
ENSG00000121310	ECHDC2	1427	1706
ENSG00000116171	SCP2	2573	7024
ENSG00000174348	PODN	0	66
ENSG00000232993	AL445183.1	0	0
ENSG00000162383	SLC1A7	5	281
ENSG00000235563	AL445183.2	0	1
ENSG00000157184	CPT2	390	417
ENSG00000236723	AL606760.2	17	26
ENSG00000162384	C1orf123	1078	2101
ENSG00000259818	AL606760.3	40	42
ENSG00000162385	MAGOH	4006	6967
ENSG00000226754	AL606760.1	5	5
ENSG00000157193	LRP8	204	368
ENSG00000234578	AL355483.4	0	0
ENSG00000228838	AL355483.2	0	1
ENSG00000232762	AL355483.3	0	0
ENSG00000225675	LINC01771	10	20
ENSG00000226938	AC119428.1	0	0
ENSG00000230138	AC119428.2	33	18
ENSG00000143006	DMRTB1	0	0
ENSG00000174332	GLIS1	4	2
ENSG00000058804	NDC1	153	222
ENSG00000058799	YIPF1	324	768
ENSG00000211452	DIO1	0	0
ENSG00000081870	HSPB11	1579	4026
ENSG00000116212	LRRC42	255	624
ENSG00000203985	LDLRAD1	0	0
ENSG00000116209	TMEM59	5744	11024
ENSG00000116205	TCEANC2	130	191
ENSG00000256407	AL357673.1	1	1
ENSG00000157211	CDCP2	0	0
ENSG00000280425	AL357673.2	0	0
ENSG00000215883	CYB5RL	75	96
ENSG00000116221	MRPL37	888	1463
ENSG00000157216	SSBP3	1333	4374
ENSG00000198711	SSBP3-AS1	7	9
ENSG00000225632	AL161644.1	0	0
ENSG00000232245	AL035415.1	0	0
ENSG00000235741	AC099796.1	0	0
ENSG00000162390	ACOT11	28	43
ENSG00000162391	FAM151A	0	0
ENSG00000184313	MROH7	0	0
ENSG00000271723	MROH7-TTC4	0	0
ENSG00000243725	TTC4	98	158
ENSG00000162396	PARS2	7	13
ENSG00000006555	TTC22	99	410
ENSG00000237453	AC096536.2	0	0
ENSG00000162398	LEXM	2	150
ENSG00000116133	DHCR24	32	151
ENSG00000242396	AC096536.3	0	0
ENSG00000233203	AC096536.1	0	2
ENSG00000143001	TMEM61	0	0
ENSG00000233271	AL590440.1	0	0
ENSG00000162399	BSND	0	1
ENSG00000169174	PCSK9	0	1
ENSG00000162402	USP24	756	1592
ENSG00000231090	MIR4422HG	16	48
ENSG00000234810	AL603840.1	6	19
ENSG00000230250	LINC01753	0	0
ENSG00000233079	LINC01755	0	0
ENSG00000235612	AL353681.1	0	0
ENSG00000260971	AC119674.1	0	0
ENSG00000284686	AC119674.2	0	0
ENSG00000223956	LINC01767	0	0
ENSG00000162407	PLPP3	0	1
ENSG00000162409	PRKAA2	0	0
ENSG00000187889	FYB2	0	0
ENSG00000229913	AL360295.1	0	0
ENSG00000157131	C8A	0	0
ENSG00000021852	C8B	0	0
ENSG00000236341	AL161740.1	0	0
ENSG00000173406	DAB1	32	9
ENSG00000227935	AL390243.1	0	0
ENSG00000226759	DAB1-AS1	0	0
ENSG00000235038	AL445193.2	0	0
ENSG00000162600	OMA1	399	658
ENSG00000184292	TACSTD2	0	1
ENSG00000162601	MYSM1	967	1555
ENSG00000283445	AL136985.3	0	3
ENSG00000177606	JUN	9997	12759
ENSG00000234807	LINC01135	1	3
ENSG00000272226	AL136985.2	0	4
ENSG00000231740	AL136985.1	0	0
ENSG00000232453	AC105277.1	3	27
ENSG00000237352	LINC01358	16	50
ENSG00000241042	AL592431.2	0	0
ENSG00000235215	AL592431.1	0	0
ENSG00000270457	AC093424.1	2	1
ENSG00000172456	FGGY	103	213
ENSG00000226883	AL035416.1	0	0
ENSG00000134709	HOOK1	228	50
ENSG00000134716	CYP2J2	10	1
ENSG00000162598	C1orf87	0	0
ENSG00000238242	AC097066.1	0	0
ENSG00000226476	LINC01748	0	0
ENSG00000231252	AC099792.1	0	0
ENSG00000162599	NFIA	288	359
ENSG00000237928	NFIA-AS2	0	0
ENSG00000284808	AC099791.3	0	0
ENSG00000162604	TM2D1	1623	2801
ENSG00000271200	AC099791.2	21	54
ENSG00000132849	PATJ	1374	499
ENSG00000240563	L1TD1	133	149
ENSG00000132854	KANK4	0	0
ENSG00000162607	USP1	1613	2608
ENSG00000116641	DOCK7	170	189
ENSG00000132855	ANGPTL3	0	1
ENSG00000235545	AC103923.1	0	2
ENSG00000125703	ATG4C	198	249
ENSG00000234318	AC099794.1	0	0
ENSG00000229537	LINC01739	0	0
ENSG00000227485	AL162400.1	0	0
ENSG00000229225	AL162400.2	0	0
ENSG00000203605	AC096543.1	2	1
ENSG00000228734	AC096543.2	0	0
ENSG00000230798	FOXD3-AS1	0	0
ENSG00000187140	FOXD3	0	0
ENSG00000088035	ALG6	308	615
ENSG00000142856	ITGB3BP	464	850
ENSG00000203965	EFCAB7	159	230
ENSG00000079739	PGM1	491	1175
ENSG00000185483	ROR1	0	0
ENSG00000223949	ROR1-AS1	0	0
ENSG00000284928	AL445205.1	0	0
ENSG00000177414	UBE2U	0	0
ENSG00000158966	CACHD1	12	2
ENSG00000162437	RAVER2	26	32
ENSG00000162434	JAK1	6799	10874
ENSG00000272506	AL357078.3	0	1
ENSG00000231485	AL357078.1	4	1
ENSG00000162433	AK4	15	29
ENSG00000116675	DNAJC6	8	28
ENSG00000229294	AL139294.1	0	0
ENSG00000213625	LEPROT	1564	2083
ENSG00000116678	LEPR	56	89
ENSG00000285079	AL513493.1	0	0
ENSG00000184588	PDE4B	2789	3707
ENSG00000227466	AL590783.1	0	0
ENSG00000118473	SGIP1	0	0
ENSG00000248458	AL139147.1	1	3
ENSG00000152760	TCTEX1D1	0	1
ENSG00000172410	INSL5	0	0
ENSG00000152763	WDR78	16	16
ENSG00000231080	AL592161.1	0	0
ENSG00000198160	MIER1	3450	5490
ENSG00000116704	SLC35D1	317	595
ENSG00000203963	C1orf141	0	0
ENSG00000162594	IL23R	32	20
ENSG00000081985	IL12RB2	126	223
ENSG00000142864	SERBP1	6506	10203
ENSG00000235200	LINC01702	0	0
ENSG00000116717	GADD45A	1734	1637
ENSG00000172380	GNG12	0	1
ENSG00000232284	GNG12-AS1	0	0
ENSG00000162595	DIRAS3	0	0
ENSG00000116729	WLS	8	15
ENSG00000116745	RPE65	0	0
ENSG00000024526	DEPDC1	12	47
ENSG00000233589	AL138789.1	0	0
ENSG00000234264	DEPDC1-AS1	0	0
ENSG00000285041	AL035412.1	3	0
ENSG00000285407	AL033530.1	0	0
ENSG00000285473	AL691520.1	0	0
ENSG00000223883	LINC01707	0	0
ENSG00000235446	AL512271.1	0	0
ENSG00000229639	LINC01758	0	0
ENSG00000033122	LRRC7	191	241
ENSG00000237919	AL158840.1	0	0
ENSG00000066557	LRRC40	635	1020
ENSG00000116754	SRSF11	5981	9024
ENSG00000228988	AL353771.1	2	5
ENSG00000118454	ANKRD13C	465	684
ENSG00000197568	HHLA3	157	221
ENSG00000226088	AL158839.1	0	0
ENSG00000116761	CTH	46	81
ENSG00000271992	AL354872.2	0	2
ENSG00000229051	LINC01788	0	0
ENSG00000226208	AL513285.1	0	0
ENSG00000050628	PTGER3	4	4
ENSG00000235782	AL031429.1	0	0
ENSG00000235079	ZRANB2-AS1	7	3
ENSG00000132485	ZRANB2	4231	5886
ENSG00000172260	NEGR1	2	1
ENSG00000231985	AL354949.1	0	0
ENSG00000225087	AL583808.1	0	0
ENSG00000227016	AL583808.2	0	0
ENSG00000233973	LINC01360	0	1
ENSG00000223479	LINC02238	0	0
ENSG00000162620	LRRIQ3	29	64
ENSG00000254685	FPGT	56	111
ENSG00000259030	FPGT-TNNI3K	14	8
ENSG00000116783	TNNI3K	2	5
ENSG00000237324	AC093158.1	0	0
ENSG00000233894	AC105271.1	0	0
ENSG00000162621	LRRC53	0	0
ENSG00000178965	ERICH3	1	39
ENSG00000234497	ERICH3-AS1	0	0
ENSG00000272864	AC135803.1	2	3
ENSG00000116791	CRYZ	208	563
ENSG00000162623	TYW3	909	1419
ENSG00000229943	AC133865.1	0	0
ENSG00000261213	AC099786.3	0	0
ENSG00000224127	AC099786.1	0	0
ENSG00000162624	LHX8	0	0
ENSG00000224149	AC099786.2	0	0
ENSG00000137968	SLC44A5	1	0
ENSG00000178193	AL357314.1	0	0
ENSG00000117054	ACADM	605	1031
ENSG00000137955	RABGGTB	2250	3233
ENSG00000057468	MSH4	0	2
ENSG00000154007	ASB17	0	0
ENSG00000225605	AC092813.1	0	0
ENSG00000230027	AC092813.2	0	0
ENSG00000184005	ST6GALNAC3	34	23
ENSG00000272855	AC104458.1	3	1
ENSG00000237552	LINC02567	0	0
ENSG00000117069	ST6GALNAC5	0	0
ENSG00000230498	AL035409.1	0	0
ENSG00000142892	PIGK	519	876
ENSG00000154027	AK5	601	119
ENSG00000233099	AC095030.1	1	0
ENSG00000036549	AC118549.1	850	1054
ENSG00000077254	USP33	1484	2625
ENSG00000180488	MIGA1	1203	1798
ENSG00000235927	NEXN-AS1	11	7
ENSG00000162614	NEXN	160	189
ENSG00000162613	FUBP1	2417	4152
ENSG00000162616	DNAJB4	129	195
ENSG00000137960	GIPC2	7	3
ENSG00000273338	AC103591.3	527	611
ENSG00000122420	PTGFR	0	0
ENSG00000137959	IFI44L	1081	1138
ENSG00000137965	IFI44	893	1387
ENSG00000162618	ADGRL4	0	0
ENSG00000282898	AL353651.2	0	0
ENSG00000235011	AL353651.1	0	0
ENSG00000285462	AL353651.3	0	0
ENSG00000285409	AC099671.1	0	0
ENSG00000260322	AC098657.2	0	0
ENSG00000225598	AL606519.1	0	0
ENSG00000224326	AL136234.1	0	0
ENSG00000234184	LINC01781	14	18
ENSG00000285179	AC093154.1	0	0
ENSG00000117114	ADGRL2	0	0
ENSG00000234953	AL138799.4	0	0
ENSG00000236676	AC117944.1	0	0
ENSG00000233290	AC093580.1	0	0
ENSG00000230817	LINC01362	0	0
ENSG00000236268	LINC01361	2	0
ENSG00000231364	LINC01712	0	0
ENSG00000233008	LINC01725	37	3
ENSG00000237076	AL035706.1	0	0
ENSG00000137941	TTLL7	47	53
ENSG00000285201	AC104454.2	0	0
ENSG00000271576	AL359504.2	32	137
ENSG00000142875	PRKACB	1524	3207
ENSG00000203943	SAMD13	1	2
ENSG00000137976	DNASE2B	0	0
ENSG00000285361	AL844170.1	0	0
ENSG00000117133	RPF1	1878	3073
ENSG00000174021	GNG5	4161	8987
ENSG00000122432	SPATA1	51	65
ENSG00000117151	CTBS	1428	1483
ENSG00000285374	AL359762.2	0	0
ENSG00000180869	LINC01555	0	1
ENSG00000117155	SSX2IP	181	742
ENSG00000285325	AC104169.1	0	0
ENSG00000171517	LPAR3	5	13
ENSG00000153898	MCOLN2	383	1713
ENSG00000162643	WDR63	7	54
ENSG00000055732	MCOLN3	115	22
ENSG00000097096	SYDE2	198	63
ENSG00000162642	C1orf52	1411	2398
ENSG00000142867	BCL10	1128	1561
ENSG00000223653	AL078459.1	10	15
ENSG00000153904	DDAH1	0	0
ENSG00000273264	AL360219.1	0	0
ENSG00000282057	AC092807.3	0	0
ENSG00000272691	AC092807.2	2	0
ENSG00000142871	CYR61	0	0
ENSG00000230285	AC092807.1	0	0
ENSG00000117174	ZNHIT6	1398	1930
ENSG00000171502	COL24A1	3	0
ENSG00000285210	AL136382.1	5	2
ENSG00000122417	ODF2L	3500	4254
ENSG00000137975	CLCA2	0	0
ENSG00000016490	CLCA1	0	0
ENSG00000016602	CLCA4	0	0
ENSG00000236915	AL356270.1	0	1
ENSG00000261737	AL049597.2	46	103
ENSG00000097033	SH3GLB1	2236	5474
ENSG00000284846	AL355981.1	0	0
ENSG00000183291	SELENOF	3551	6028
ENSG00000153936	HS2ST1	222	278
ENSG00000267734	AL121989.1	3	2
ENSG00000267561	AC093155.3	0	0
ENSG00000267272	LINC01140	0	0
ENSG00000284240	AC099062.1	0	0
ENSG00000143013	LMO4	1170	2193
ENSG00000227290	LINC01364	0	0
ENSG00000237505	PKN2-AS1	2	7
ENSG00000065243	PKN2	1789	2824
ENSG00000137947	GTF2B	3261	4521
ENSG00000137944	KYAT3	667	1009
ENSG00000213516	RBMXL1	748	914
ENSG00000117226	GBP3	591	1606
ENSG00000117228	GBP1	1080	3309
ENSG00000162645	GBP2	2608	5000
ENSG00000213512	GBP7	34	46
ENSG00000162654	GBP4	1443	3672
ENSG00000284734	AC099063.4	53	212
ENSG00000154451	GBP5	1831	5054
ENSG00000237568	AC099063.1	0	1
ENSG00000183347	GBP6	6	3
ENSG00000197147	LRRC8B	601	428
ENSG00000231999	LRRC8C-DT	232	226
ENSG00000171488	LRRC8C	1748	1909
ENSG00000271949	AC093423.3	0	0
ENSG00000272931	AC099568.2	81	88
ENSG00000171492	LRRC8D	341	366
ENSG00000272672	AL391497.1	0	2
ENSG00000162664	ZNF326	2099	2844
ENSG00000229201	AC092783.1	0	0
ENSG00000143032	BARHL2	0	0
ENSG00000225446	LINC01763	0	0
ENSG00000272094	AC091614.1	1	0
ENSG00000122482	ZNF644	2372	3561
ENSG00000162669	HFM1	0	0
ENSG00000097046	CDC7	208	493
ENSG00000069702	TGFBR3	825	4046
ENSG00000137948	BRDT	23	45
ENSG00000172031	EPHX4	34	264
ENSG00000230667	SETSIP	1	0
ENSG00000189195	BTBD8	71	95
ENSG00000273487	AC104836.1	0	2
ENSG00000203910	C1orf146	0	0
ENSG00000174842	GLMN	868	1842
ENSG00000122484	RPAP2	877	1652
ENSG00000162676	GFI1	249	1737
ENSG00000067208	EVI5	91	99
ENSG00000122406	RPL5	26642	33342
ENSG00000154511	FAM69A	226	204
ENSG00000143033	MTF2	2366	3758
ENSG00000117500	TMED5	1383	2569
ENSG00000122483	CCDC18	401	705
ENSG00000117505	DR1	1714	3512
ENSG00000137942	FNBP1L	34	10
ENSG00000137936	BCAR3	11	2
ENSG00000224093	AL109613.1	0	0
ENSG00000067334	DNTTIP2	3295	5005
ENSG00000023909	GCLM	676	1390
ENSG00000198691	ABCA4	0	0
ENSG00000233482	AC093579.1	0	0
ENSG00000137962	ARHGAP29	5	0
ENSG00000226835	AC097059.1	0	0
ENSG00000236098	AC097059.2	0	0
ENSG00000117528	ABCD3	479	953
ENSG00000117525	F3	6	12
ENSG00000223675	AC093117.1	0	0
ENSG00000143036	SLC44A3	6	0
ENSG00000117519	CNN3	58	6
ENSG00000235501	AC105942.1	10	5
ENSG00000172339	ALG14	184	294
ENSG00000230427	AC095033.1	0	0
ENSG00000152078	TMEM56	7	9
ENSG00000271092	TMEM56-RWDD3	9	7
ENSG00000226026	AC092802.1	0	6
ENSG00000122481	RWDD3	128	195
ENSG00000228852	AC092802.2	0	0
ENSG00000228504	LINC01760	0	0
ENSG00000230434	LINC01650	0	0
ENSG00000237954	AL445218.1	0	0
ENSG00000233907	LINC01761	0	0
